timestamp,legs,back,arms,shoulders,chest,core,olympic
2023-01-22 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-29 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-05 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-12 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-19 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-26 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-05 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-12 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-19 00:00:00+00:00,8.0,3.0,5.0,7.0,1.0,0.0,0.0
2023-03-26 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-02 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-09 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-16 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-23 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-30 00:00:00+00:00,0.0,1.0,0.0,7.0,2.0,0.0,0.0
2023-05-07 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-14 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-21 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-28 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-04 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-11 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-18 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-25 00:00:00+00:00,0.0,3.0,0.0,6.0,0.0,0.0,0.0
2023-07-02 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-09 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-16 00:00:00+00:00,0.0,3.0,0.0,7.0,0.0,0.0,0.0
2023-07-23 00:00:00+00:00,0.0,0.0,4.0,0.0,11.0,0.0,0.0
2023-07-30 00:00:00+00:00,0.0,0.0,5.0,1.0,0.0,0.0,0.0
2023-08-06 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-13 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-20 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-27 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-03 00:00:00+00:00,0.0,0.0,5.0,6.0,0.0,0.0,0.0
2023-09-10 00:00:00+00:00,0.0,10.0,0.0,8.0,0.0,0.0,0.0
2023-09-17 00:00:00+00:00,5.0,0.0,3.0,0.0,12.0,0.0,0.0
2023-09-24 00:00:00+00:00,13.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-01 00:00:00+00:00,6.0,8.0,1.0,11.0,10.0,0.0,0.0
2023-10-08 00:00:00+00:00,15.0,10.0,8.0,2.0,9.0,0.0,0.0
2023-10-15 00:00:00+00:00,12.0,13.0,10.0,13.0,13.0,0.0,0.0
2023-10-22 00:00:00+00:00,10.0,11.0,10.0,19.0,19.0,0.0,0.0
2023-10-29 00:00:00+00:00,12.0,13.0,6.0,16.0,8.0,0.0,0.0
2023-11-05 00:00:00+00:00,3.0,7.0,2.0,6.0,10.0,0.0,0.0
2023-11-12 00:00:00+00:00,15.0,6.0,6.0,8.0,17.0,0.0,0.0
2023-11-19 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-26 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-03 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-10 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-17 00:00:00+00:00,0.0,5.0,1.0,0.0,0.0,0.0,0.0
2023-12-24 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-31 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-07 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-14 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-21 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-28 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-04 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-11 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-18 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-25 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-03 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-10 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-17 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-24 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-31 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-07 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-14 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-21 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-28 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-05 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-12 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-19 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-26 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-02 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-09 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-16 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-23 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-30 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-07 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-14 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-21 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-28 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-04 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-11 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-18 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-25 00:00:00+00:00,0.0,9.0,0.0,4.0,0.0,0.0,0.0
2024-09-01 00:00:00+00:00,11.0,11.0,11.0,12.0,17.0,0.0,0.0
2024-09-08 00:00:00+00:00,10.0,28.0,4.0,8.0,13.0,0.0,0.0
2024-09-15 00:00:00+00:00,13.0,9.0,5.0,25.0,23.0,0.0,0.0
2024-09-22 00:00:00+00:00,6.0,17.0,8.0,0.0,13.0,0.0,0.0
2024-09-29 00:00:00+00:00,23.0,10.0,9.0,16.0,8.0,0.0,0.0
2024-10-06 00:00:00+00:00,11.0,26.0,11.0,13.0,14.0,0.0,2.0
2024-10-13 00:00:00+00:00,8.0,12.0,10.0,0.0,14.0,0.0,0.0
2024-10-20 00:00:00+00:00,9.0,24.0,14.0,12.0,14.0,0.0,0.0
2024-10-27 00:00:00+00:00,9.0,13.0,9.0,7.0,14.0,0.0,0.0
2024-11-03 00:00:00+00:00,0.0,0.0,0.0,7.0,4.0,0.0,0.0
2024-11-10 00:00:00+00:00,0.0,3.0,5.0,3.0,4.0,0.0,0.0
2024-11-17 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-24 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-01 00:00:00+00:00,11.0,12.0,8.0,6.0,6.0,0.0,0.0
2024-12-08 00:00:00+00:00,9.0,19.0,16.0,18.0,13.0,0.0,0.0
2024-12-15 00:00:00+00:00,10.0,13.0,17.0,11.0,17.0,0.0,0.0
2024-12-22 00:00:00+00:00,15.0,21.0,16.0,15.0,18.0,0.0,0.0
2024-12-29 00:00:00+00:00,11.0,14.0,23.0,11.0,17.0,3.0,0.0
2025-01-05 00:00:00+00:00,14.0,15.0,10.0,13.0,18.0,7.0,0.0
2025-01-12 00:00:00+00:00,20.0,19.0,14.0,19.0,11.0,5.0,0.0
2025-01-19 00:00:00+00:00,9.0,20.0,24.0,11.0,21.0,8.0,1.0
2025-01-26 00:00:00+00:00,9.0,21.0,18.0,17.0,26.0,8.0,0.0
2025-02-02 00:00:00+00:00,11.0,15.0,10.0,18.0,20.0,6.0,0.0
